"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_001MA","B03002_001EA","B03002_002E","B03002_002EA","B03002_002M","B03002_002MA","B03002_003E","B03002_003EA","B03002_003M","B03002_003MA","B03002_004E","B03002_004M","B03002_004MA","B03002_004EA","B03002_005E","B03002_005M","B03002_005MA","B03002_005EA","B03002_006E","B03002_006EA","B03002_006M","B03002_006MA","B03002_007E","B03002_007M","B03002_007MA","B03002_007EA","B03002_008E","B03002_008M","B03002_008MA","B03002_008EA","B03002_009E","B03002_009EA","B03002_009M","B03002_009MA","B03002_010E","B03002_010M","B03002_010MA","B03002_010EA","B03002_011E","B03002_011M","B03002_011MA","B03002_011EA","B03002_012E","B03002_012EA","B03002_012M","B03002_012MA","B03002_013E","B03002_013M","B03002_013MA","B03002_013EA","B03002_014E","B03002_014M","B03002_014MA","B03002_014EA","B03002_015E","B03002_015EA","B03002_015M","B03002_015MA","B03002_016E","B03002_016M","B03002_016MA","B03002_016EA","B03002_017E","B03002_017M","B03002_017MA","B03002_017EA","B03002_018E","B03002_018EA","B03002_018M","B03002_018MA","B03002_019E","B03002_019M","B03002_019MA","B03002_019EA","B03002_020E","B03002_020EA","B03002_020M","B03002_020MA","B03002_021E","B03002_021EA","B03002_021M","B03002_021MA",
"1400000US42101036201","Census Tract 362.01, Philadelphia County, Pennsylvania","4752","323","null","null","4601","null","361","null","3984","null","435","null","273","191","null","null","0","109","null","null","135","null","174","null","0","109","null","null","0","109","null","null","209","null","148","null","14","22","null","null","195","145","null","null","151","null","149","null","127","147","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","24","31","null","null","0","null","109","null","24","null","31","null",
"1400000US42101036202","Census Tract 362.02, Philadelphia County, Pennsylvania","6284","469","null","null","5874","null","423","null","5139","null","451","null","419","296","null","null","0","109","null","null","205","null","140","null","0","109","null","null","40","61","null","null","71","null","94","null","0","109","null","null","71","94","null","null","410","null","356","null","171","164","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","239","null","317","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036203","Census Tract 362.03, Philadelphia County, Pennsylvania","4470","476","null","null","4223","null","464","null","3996","null","484","null","99","69","null","null","0","109","null","null","103","null","126","null","0","109","null","null","0","109","null","null","25","null","27","null","0","109","null","null","25","27","null","null","247","null","186","null","161","122","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","86","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036301","Census Tract 363.01, Philadelphia County, Pennsylvania","3874","376","null","null","3229","null","317","null","2882","null","360","null","67","53","null","null","0","109","null","null","244","null","177","null","0","109","null","null","0","109","null","null","36","null","44","null","0","109","null","null","36","44","null","null","645","null","404","null","447","332","null","null","14","26","null","null","0","null","109","null","0","109","null","null","0","109","null","null","124","null","109","null","60","90","null","null","60","null","90","null","0","null","109","null",
"1400000US42101036302","Census Tract 363.02, Philadelphia County, Pennsylvania","3307","325","null","null","2889","null","303","null","2347","null","381","null","369","208","null","null","0","109","null","null","173","null","127","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","418","null","315","null","279","223","null","null","0","109","null","null","139","null","215","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036303","Census Tract 363.03, Philadelphia County, Pennsylvania","6617","401","null","null","6370","null","420","null","6193","null","443","null","35","56","null","null","0","109","null","null","142","null","153","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","247","null","210","null","230","207","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","17","null","26","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036400","Census Tract 364, Philadelphia County, Pennsylvania","407","274","null","null","377","null","246","null","252","null","142","null","125","118","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","30","null","31","null","30","31","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036501","Census Tract 365.01, Philadelphia County, Pennsylvania","5602","408","null","null","5292","null","446","null","4834","null","486","null","292","154","null","null","0","109","null","null","149","null","111","null","0","109","null","null","17","28","null","null","0","null","109","null","0","109","null","null","0","109","null","null","310","null","202","null","74","63","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","213","null","190","null","23","33","null","null","0","null","109","null","23","null","33","null",
"1400000US42101036502","Census Tract 365.02, Philadelphia County, Pennsylvania","3806","389","null","null","3495","null","425","null","3319","null","465","null","57","88","null","null","0","109","null","null","107","null","138","null","0","109","null","null","0","109","null","null","12","null","19","null","0","109","null","null","12","19","null","null","311","null","209","null","311","209","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036600","Census Tract 366, Philadelphia County, Pennsylvania","1327","184","null","null","1294","null","176","null","1007","null","186","null","153","115","null","null","0","109","null","null","123","null","132","null","0","109","null","null","0","109","null","null","11","null","17","null","0","109","null","null","11","17","null","null","33","null","53","null","33","53","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","109","null","null","0","null","109","null","0","109","null","null","0","null","109","null","0","null","109","null",
"1400000US42101036700","Census Tract 367, Philadelphia County, Pennsylvania","2244","239","null","null","2016","null","252","null","1470","null","241","null","430","101","null","null","0","109","null","null","71","null","54","null","0","109","null","null","12","18","null","null","33","null","38","null","0","109","null","null","33","38","null","null","228","null","167","null","119","136","null","null","18","27","null","null","0","null","109","null","0","109","null","null","0","109","null","null","91","null","122","null","0","109","null","null","0","null","109","null","0","null","109","null",
